shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1509_shp,38.04316,-84.496520000000004,51641,411.962919
1509_shp,38.048229999999997,-84.502309999999994,51642,2899.7763249999998
1509_shp,38.049109999999999,-84.503299999999996,51643,3328.700949
1509_shp,38.049619999999997,-84.504069999999999,51644,3617.9430510000002
1509_shp,38.049959999999999,-84.50461,51645,3816.7186059999999
1509_shp,38.050109999999997,-84.505120000000005,51646,3973.4121019999998
1509_shp,38.050249999999998,-84.505380000000002,51647,4063.9937399999999
1509_shp,38.051830000000002,-84.503079999999997,51648,4941.335161
1509_shp,38.053069999999998,-84.504519999999999,51649,5554.404552
1509_shp,38.053109999999997,-84.504580000000004,51650,5577.0030859999997
1509_shp,38.053510000000003,-84.505030000000005,51651,5771.9634740000001
1509_shp,38.05415,-84.505750000000006,51652,6083.8991340000002
1509_shp,38.054630000000003,-84.506460000000004,51653,6352.8836950000004
1509_shp,38.055869999999999,-84.508470000000003,51654,7086.9760290000004
1509_shp,38.055869999999999,-84.508470000000003,51655,7086.9760290000004
1509_shp,38.060220000000001,-84.515140000000002,51656,9576.5352170000006
1509_shp,38.062600000000003,-84.519049999999993,51657,10997.301890000001
1509_shp,38.062600000000003,-84.519049999999993,51658,10997.301890000001
1509_shp,38.063949999999998,-84.521029999999996,51659,11750.08259
1509_shp,38.063949999999998,-84.521029999999996,51660,11750.08259
1509_shp,38.067010000000003,-84.525480000000002,51661,13448.08641
1509_shp,38.067010000000003,-84.525480000000002,51662,13448.08641
1509_shp,38.067520000000002,-84.526150000000001,51663,13715.857851999999
1509_shp,38.069139999999997,-84.528700000000001,51664,14657.662469000001
1509_shp,38.069139999999997,-84.528700000000001,51665,14657.662469000001
1509_shp,38.072029999999998,-84.532920000000004,51666,16265.014079
1509_shp,38.072029999999998,-84.532920000000004,51667,16265.014079
1509_shp,38.073749999999997,-84.535579999999996,51668,17254.316284
1509_shp,38.073749999999997,-84.535579999999996,51669,17254.316284
1509_shp,38.075400000000002,-84.538229999999999,51670,18225.401956000002
1509_shp,38.07723,-84.540869999999998,51671,19236.177787000001
1509_shp,38.07723,-84.540869999999998,51672,19236.177787000001
1509_shp,38.079839999999997,-84.544669999999996,51673,20685.288402999999
1509_shp,38.079839999999997,-84.544669999999996,51674,20685.288402999999
1509_shp,38.079880000000003,-84.544730000000001,51675,20707.882168
1509_shp,38.080199999999998,-84.545159999999996,51676,20877.883554
1509_shp,38.080829999999999,-84.546009999999995,51677,21213.293759
1509_shp,38.081139999999998,-84.545599999999993,51678,21376.611279000001
1509_shp,38.082430000000002,-84.543859999999995,51679,22063.297373000001
1509_shp,38.083289999999998,-84.543040000000005,51680,22455.462339999998
1509_shp,38.083770000000001,-84.542699999999996,51681,22655.793449000001
1509_shp,38.083770000000001,-84.542699999999996,51682,22655.793449000001
1509_shp,38.084400000000002,-84.542249999999996,51683,22919.256548000001
1509_shp,38.085979999999999,-84.541160000000005,51684,23574.616270999999
1509_shp,38.086370000000002,-84.540880000000001,51685,23737.913933
1509_shp,38.086370000000002,-84.540880000000001,51686,23737.913933
1509_shp,38.088000000000001,-84.539670000000001,51687,24426.129562999999
1509_shp,38.089320000000001,-84.538229999999999,51688,25060.832069
1509_shp,38.092500000000001,-84.533019999999993,51689,26955.436555
1509_shp,38.092649999999999,-84.533180000000002,51690,27026.881255
1509_shp,38.093150000000001,-84.533670000000001,51691,27257.189162999999
1509_shp,38.09337,-84.533879999999996,51692,27357.545692
1509_shp,38.09337,-84.533879999999996,51693,27357.545692
1509_shp,38.09498,-84.536019999999994,51694,28207.880772
1509_shp,38.094410000000003,-84.536730000000006,51695,28499.153265000001
1509_shp,38.094410000000003,-84.536730000000006,51696,28499.153265000001
1509_shp,38.09355,-84.537850000000006,51697,28948.577272999999
1509_shp,38.093440000000001,-84.538229999999999,51698,29065.046136000001
1509_shp,38.093290000000003,-84.539609999999996,51699,29465.947025000001
1509_shp,38.094389999999997,-84.539900000000003,51700,29875.133392
1509_shp,38.094389999999997,-84.539900000000003,51701,29875.133392
1509_shp,38.095840000000003,-84.540090000000006,51702,30405.999989
1509_shp,38.097160000000002,-84.540139999999994,51703,30886.916621
1509_shp,38.097160000000002,-84.540139999999994,51704,30886.916621
1509_shp,38.098730000000003,-84.540099999999995,51705,31458.775861999999
1509_shp,38.099820000000001,-84.539900000000003,51706,31859.869720999999
1509_shp,38.100920000000002,-84.539540000000002,51707,32273.633609
1509_shp,38.101619999999997,-84.539190000000005,51708,32547.727043999999
1509_shp,38.101619999999997,-84.539190000000005,51709,32547.727043999999
1509_shp,38.101880000000001,-84.539060000000006,51710,32649.533093999999
1509_shp,38.102820000000001,-84.538600000000002,51711,33016.553101999998
1509_shp,38.103540000000002,-84.538250000000005,51712,33297.432235
1509_shp,38.103540000000002,-84.538250000000005,51713,33297.432235
1509_shp,38.104810000000001,-84.537629999999993,51714,33793.143816000003
1509_shp,38.106079999999999,-84.537009999999995,51715,34288.854378999997
1509_shp,38.106079999999999,-84.537009999999995,51716,34288.854378999997
1509_shp,38.108179999999997,-84.536010000000005,51717,35105.949722999998
1509_shp,38.108080000000001,-84.535659999999993,51718,35213.040954999997
1509_shp,38.107990000000001,-84.535349999999994,51719,35308.071466000001
1509_shp,38.107900000000001,-84.535039999999995,51720,35403.102080999997
1509_shp,38.107810000000001,-84.534829999999999,51721,35471.844226000001
1509_shp,38.107709999999997,-84.534689999999998,51722,35526.148716000003
1509_shp,38.107559999999999,-84.534530000000004,51723,35597.587432
1509_shp,38.107410000000002,-84.534419999999997,51724,35660.720238000002
1509_shp,38.107250000000001,-84.534379999999999,51725,35720.113082000003
1509_shp,38.10707,-84.534379999999999,51726,35785.663379999998
1509_shp,38.106850000000001,-84.534480000000002,51727,35870.790997999997
1509_shp,38.106070000000003,-84.534859999999995,51728,36175.161185999998
1509_shp,38.106119999999997,-84.535049999999998,51729,36232.785828
1509_shp,38.106119999999997,-84.535049999999998,51730,36232.785828
1509_shp,38.106079999999999,-84.534880000000001,51731,36283.825887999999
1509_shp,38.106990000000003,-84.534409999999994,51732,36641.752626000001
1509_shp,38.107379999999999,-84.534419999999997,51733,36783.807418999997
1509_shp,38.107759999999999,-84.534760000000006,51734,36953.281112999997
1509_shp,38.108060000000002,-84.535619999999994,51735,37223.782446999998
1509_shp,38.108060000000002,-84.535619999999994,51736,37223.782446999998
1509_shp,38.108170000000001,-84.536000000000001,51737,37340.230885999998
1509_shp,38.106639999999999,-84.536739999999995,51738,37936.708955000002
1509_shp,38.106020000000001,-84.537040000000005,51739,38178.432865000002
1510_shp,38.043959999999998,-84.496369999999999,51740,0.0
1510_shp,38.043590000000002,-84.495940000000004,51741,183.00457700000001
1510_shp,38.04316,-84.496520000000004,51742,411.962919
1510_shp,38.048229999999997,-84.502309999999994,51743,2899.7763249999998
1510_shp,38.049109999999999,-84.503299999999996,51744,3328.700949
1510_shp,38.049619999999997,-84.504069999999999,51745,3617.9430510000002
1510_shp,38.049959999999999,-84.50461,51746,3816.7186059999999
1510_shp,38.050109999999997,-84.505120000000005,51747,3973.4121019999998
1510_shp,38.050249999999998,-84.505380000000002,51748,4063.9937399999999
1510_shp,38.051830000000002,-84.503079999999997,51749,4941.335161
1510_shp,38.053069999999998,-84.504519999999999,51750,5554.404552
1510_shp,38.053109999999997,-84.504580000000004,51751,5577.0030859999997
